FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG00422 HG00422 0 0 0 1 -0.0167 -0.0344 0.0049 0.0154 -0.0059 0.0023 -0.0040 0.0050 -0.0082 0.0113
HG00428 HG00428 0 0 0 1 -0.0173 -0.0352 0.0071 0.0144 0.0000 -0.0034 0.0101 0.0063 -0.0072 0.0226
HG00436 HG00436 0 0 0 1 -0.0164 -0.0348 0.0064 0.0137 -0.0028 0.0067 -0.0022 0.0049 0.0033 -0.0001
HG00437 HG00437 0 0 0 1 -0.0170 -0.0339 0.0060 0.0161 0.0035 0.0026 -0.0003 0.0030 0.0118 0.0127
HG00442 HG00442 0 0 0 1 -0.0161 -0.0353 0.0058 0.0164 0.0004 -0.0043 -0.0054 0.0039 0.0124 0.0161
HG00443 HG00443 0 0 0 1 -0.0167 -0.0333 0.0056 0.0136 -0.0033 0.0060 0.0012 0.0000 -0.0061 0.0040
HG00445 HG00445 0 0 0 1 -0.0162 -0.0339 0.0053 0.0132 0.0020 0.0005 0.0068 0.0015 -0.0096 0.0052
HG00446 HG00446 0 0 0 1 -0.0166 -0.0342 0.0049 0.0130 -0.0030 -0.0017 -0.0090 0.0105 0.0080 0.0250
HG00448 HG00448 0 0 0 1 -0.0159 -0.0342 0.0058 0.0145 -0.0029 0.0038 -0.0116 -0.0025 -0.0085 -0.0036
HG00449 HG00449 0 0 0 1 -0.0158 -0.0344 0.0067 0.0177 0.0018 -0.0015 -0.0016 0.0118 -0.0110 0.0043
HG00451 HG00451 0 0 0 1 -0.0165 -0.0348 0.0063 0.0161 0.0089 0.0085 0.0017 -0.0055 -0.0197 0.0132
HG00452 HG00452 0 0 0 1 -0.0164 -0.0342 0.0066 0.0148 -0.0012 0.0059 0.0068 0.0013 0.0048 0.0162
HG00457 HG00457 0 0 0 1 -0.0164 -0.0339 0.0051 0.0147 -0.0019 -0.0001 -0.0033 0.0017 0.0076 0.0065
HG00458 HG00458 0 0 0 1 -0.0165 -0.0340 0.0056 0.0172 0.0019 0.0009 0.0118 -0.0015 -0.0039 0.0405
HG00463 HG00463 0 0 0 1 -0.0164 -0.0345 0.0073 0.0164 -0.0040 -0.0061 0.0020 0.0056 0.0032 0.0185
HG00464 HG00464 0 0 0 1 -0.0170 -0.0338 0.0058 0.0151 0.0003 -0.0069 0.0009 0.0068 0.0052 0.0100
HG00472 HG00472 0 0 0 1 -0.0166 -0.0340 0.0051 0.0145 -0.0051 0.0006 -0.0082 0.0020 -0.0150 0.0078
HG00473 HG00473 0 0 0 1 -0.0164 -0.0341 0.0049 0.0163 -0.0033 0.0029 -0.0014 -0.0086 0.0087 0.0191
HG00475 HG00475 0 0 0 1 -0.0168 -0.0334 0.0052 0.0114 0.0020 -0.0004 0.0027 0.0177 -0.0114 0.0112
HG00476 HG00476 0 0 0 1 -0.0170 -0.0341 0.0073 0.0142 0.0055 -0.0023 -0.0042 -0.0050 -0.0067 0.0337
HG00478 HG00478 0 0 0 1 -0.0168 -0.0356 0.0065 0.0118 -0.0012 -0.0045 -0.0029 -0.0013 -0.0036 0.0200
HG00479 HG00479 0 0 0 1 -0.0172 -0.0336 0.0046 0.0167 0.0021 0.0038 -0.0034 0.0085 -0.0030 0.0124
HG00500 HG00500 0 0 0 1 -0.0163 -0.0341 0.0060 0.0160 0.0106 -0.0067 -0.0033 0.0099 -0.0163 0.0172
HG00513 HG00513 0 0 0 1 -0.0162 -0.0348 0.0047 0.0164 -0.0065 -0.0014 -0.0018 0.0040 -0.0041 0.0037
HG00524 HG00524 0 0 0 1 -0.0160 -0.0347 0.0039 0.0131 0.0012 0.0003 -0.0013 0.0138 -0.0134 0.0186
HG00525 HG00525 0 0 0 1 -0.0163 -0.0338 0.0055 0.0151 0.0005 0.0035 0.0066 -0.0092 -0.0086 0.0143
HG00530 HG00530 0 0 0 1 -0.0166 -0.0336 0.0049 0.0168 0.0053 0.0042 0.0041 -0.0011 -0.0173 0.0156
HG00531 HG00531 0 0 0 1 -0.0174 -0.0339 0.0049 0.0136 -0.0046 -0.0029 -0.0004 -0.0028 -0.0005 0.0218
HG00533 HG00533 0 0 0 1 -0.0166 -0.0348 0.0077 0.0152 -0.0003 -0.0026 0.0028 0.0060 -0.0078 -0.0001
HG00534 HG00534 0 0 0 1 -0.0167 -0.0340 0.0076 0.0140 0.0019 -0.0007 0.0001 0.0090 -0.0093 0.0078
HG00536 HG00536 0 0 0 1 -0.0166 -0.0346 0.0073 0.0154 -0.0009 -0.0002 0.0004 0.0121 -0.0029 0.0109
HG00537 HG00537 0 0 0 1 -0.0173 -0.0336 0.0061 0.0179 -0.0071 0.0002 -0.0022 -0.0090 -0.0104 0.0186
HG00543 HG00543 0 0 0 1 -0.0160 -0.0341 0.0074 0.0176 -0.0014 -0.0009 -0.0007 0.0102 -0.0043 0.0117
HG00551 HG00551 0 0 0 1 -0.0078 0.0193 0.0175 0.0045 -0.0097 0.0287 -0.0071 0.0174 0.0001 -0.0486
HG00553 HG00553 0 0 0 1 -0.0029 0.0141 0.0175 -0.0059 -0.0079 0.0236 0.0007 0.0050 0.0021 -0.0698
HG00554 HG00554 0 0 0 1 -0.0073 0.0215 0.0134 0.0035 0.0027 0.0188 0.0046 -0.0133 -0.0068 -0.0406
HG00556 HG00556 0 0 0 1 -0.0168 -0.0340 0.0066 0.0163 -0.0050 -0.0005 -0.0029 0.0103 -0.0033 0.0115
HG00557 HG00557 0 0 0 1 -0.0165 -0.0347 0.0091 0.0173 0.0014 0.0094 -0.0017 0.0062 -0.0099 0.0144
HG00559 HG00559 0 0 0 1 -0.0160 -0.0343 0.0059 0.0142 0.0183 0.0101 -0.0021 0.0075 0.0131 0.0006
HG00560 HG00560 0 0 0 1 -0.0162 -0.0345 0.0039 0.0171 -0.0006 0.0019 -0.0022 0.0004 -0.0111 0.0121
HG00565 HG00565 0 0 0 1 -0.0164 -0.0353 0.0052 0.0156 0.0064 0.0013 0.0011 -0.0030 -0.0043 0.0177
HG00566 HG00566 0 0 0 1 -0.0165 -0.0343 0.0071 0.0155 0.0006 -0.0006 0.0051 -0.0005 -0.0149 0.0172
HG00580 HG00580 0 0 0 1 -0.0165 -0.0331 0.0065 0.0133 0.0049 0.0003 0.0050 0.0048 -0.0114 0.0077
HG00581 HG00581 0 0 0 1 -0.0165 -0.0336 0.0047 0.0145 0.0070 0.0007 0.0005 -0.0007 -0.0033 0.0056
HG00583 HG00583 0 0 0 1 -0.0162 -0.0348 0.0044 0.0178 -0.0148 -0.0030 -0.0055 0.0106 -0.0060 0.0137
HG00584 HG00584 0 0 0 1 -0.0168 -0.0329 0.0049 0.0145 0.0028 -0.0025 -0.0019 -0.0065 -0.0151 0.0239
HG00589 HG00589 0 0 0 1 -0.0170 -0.0344 0.0061 0.0149 -0.0026 -0.0014 0.0049 0.0018 -0.0048 0.0094
HG00590 HG00590 0 0 0 1 -0.0172 -0.0333 0.0034 0.0140 -0.0076 0.0032 0.0002 -0.0039 -0.0071 0.0105
HG00592 HG00592 0 0 0 1 -0.0167 -0.0337 0.0098 0.0121 0.0299 0.0081 0.0039 0.0059 -0.0097 0.0252
HG00593 HG00593 0 0 0 1 -0.0162 -0.0338 0.0051 0.0166 0.0052 0.0013 -0.0009 0.0011 -0.0105 0.0155
HG00596 HG00596 0 0 0 1 -0.0176 -0.0350 0.0040 0.0160 0.0023 0.0023 -0.0065 0.0022 0.0024 0.0004
HG00598 HG00598 0 0 0 1 -0.0172 -0.0342 0.0058 0.0146 0.0013 0.0024 -0.0007 0.0133 -0.0195 0.0186
HG00599 HG00599 0 0 0 1 -0.0168 -0.0343 0.0063 0.0135 0.0116 0.0017 -0.0032 -0.0027 0.0025 0.0092
HG00608 HG00608 0 0 0 1 -0.0162 -0.0349 0.0075 0.0158 -0.0011 0.0064 0.0050 -0.0102 -0.0040 -0.0009
HG00610 HG00610 0 0 0 1 -0.0169 -0.0338 0.0054 0.0154 0.0060 0.0054 0.0035 -0.0007 -0.0055 0.0084
HG00611 HG00611 0 0 0 1 -0.0161 -0.0343 0.0083 0.0153 0.0011 0.0011 -0.0019 0.0029 -0.0090 0.0111
HG00613 HG00613 0 0 0 1 -0.0171 -0.0338 0.0041 0.0124 0.0018 -0.0042 0.0057 0.0016 0.0005 0.0036
HG00614 HG00614 0 0 0 1 -0.0161 -0.0342 0.0045 0.0168 0.0096 0.0051 0.0006 0.0044 -0.0058 0.0071
HG00619 HG00619 0 0 0 1 -0.0167 -0.0343 0.0094 0.0162 0.0065 0.0035 0.0018 -0.0056 -0.0178 0.0035
HG00620 HG00620 0 0 0 1 -0.0172 -0.0339 0.0052 0.0160 -0.0025 0.0037 -0.0015 -0.0168 0.0101 0.0131
HG00622 HG00622 0 0 0 1 -0.0165 -0.0344 0.0074 0.0154 0.0020 0.0016 0.0019 -0.0002 -0.0097 0.0258
HG00623 HG00623 0 0 0 1 -0.0165 -0.0339 0.0038 0.0130 -0.0027 -0.0023 0.0080 -0.0017 -0.0009 0.0323
HG00625 HG00625 0 0 0 1 -0.0159 -0.0345 0.0039 0.0159 -0.0098 -0.0085 0.0021 0.0185 -0.0019 -0.0052
HG00626 HG00626 0 0 0 1 -0.0167 -0.0352 0.0063 0.0176 -0.0000 0.0003 -0.0023 -0.0130 0.0011 0.0013
HG00628 HG00628 0 0 0 1 -0.0167 -0.0341 0.0092 0.0165 -0.0032 -0.0034 -0.0013 -0.0088 -0.0071 0.0018
HG00629 HG00629 0 0 0 1 -0.0170 -0.0346 0.0043 0.0157 -0.0029 0.0053 0.0021 0.0072 -0.0040 0.0141
HG00631 HG00631 0 0 0 1 -0.0167 -0.0343 0.0065 0.0147 0.0040 0.0023 0.0057 0.0018 -0.0216 0.0177
HG00632 HG00632 0 0 0 1 -0.0167 -0.0334 0.0049 0.0142 0.0079 0.0089 0.0060 -0.0024 -0.0027 0.0061
HG00634 HG00634 0 0 0 1 -0.0169 -0.0351 0.0052 0.0178 0.0031 0.0077 0.0024 0.0061 0.0002 0.0220
HG00637 HG00637 0 0 0 1 -0.0039 0.0170 0.0133 0.0011 -0.0016 0.0226 0.0062 -0.0101 0.0149 -0.0310
HG00638 HG00638 0 0 0 1 -0.0022 0.0168 0.0165 -0.0011 0.0018 0.0293 0.0122 -0.0007 0.0090 -0.0426
HG00640 HG00640 0 0 0 1 -0.0075 0.0204 0.0135 0.0075 -0.0030 0.0232 -0.0001 0.0044 -0.0115 -0.0607
HG00641 HG00641 0 0 0 1 -0.0077 0.0177 0.0152 -0.0002 -0.0018 0.0252 0.0005 -0.0081 -0.0014 -0.0606
HG00650 HG00650 0 0 0 1 -0.0164 -0.0338 0.0048 0.0144 -0.0209 -0.0071 0.0066 0.0054 -0.0018 0.0010
HG00651 HG00651 0 0 0 1 -0.0158 -0.0342 0.0085 0.0161 -0.0181 0.0059 0.0022 0.0065 0.0076 0.0138
HG00653 HG00653 0 0 0 1 -0.0165 -0.0342 0.0029 0.0144 -0.0178 0.0000 0.0043 0.0049 -0.0016 -0.0007
HG00654 HG00654 0 0 0 1 -0.0162 -0.0346 0.0041 0.0152 -0.0123 -0.0057 0.0034 0.0136 -0.0025 0.0160
HG00656 HG00656 0 0 0 1 -0.0157 -0.0332 0.0037 0.0142 -0.0132 -0.0059 -0.0049 0.0098 -0.0074 0.0138
HG00657 HG00657 0 0 0 1 -0.0162 -0.0339 0.0044 0.0157 -0.0202 -0.0027 0.0027 -0.0023 0.0057 0.0041
HG00662 HG00662 0 0 0 1 -0.0171 -0.0336 0.0055 0.0155 -0.0105 -0.0002 -0.0050 -0.0029 -0.0056 -0.0094
HG00663 HG00663 0 0 0 1 -0.0165 -0.0336 0.0029 0.0164 -0.0143 -0.0003 0.0000 0.0046 -0.0116 -0.0070
HG00671 HG00671 0 0 0 1 -0.0165 -0.0345 0.0054 0.0121 -0.0076 -0.0066 -0.0118 -0.0046 -0.0088 -0.0031
HG00672 HG00672 0 0 0 1 -0.0166 -0.0345 0.0032 0.0157 -0.0188 0.0025 0.0071 -0.0027 -0.0066 0.0065
HG00674 HG00674 0 0 0 1 -0.0160 -0.0345 0.0052 0.0164 -0.0213 -0.0006 0.0012 0.0086 -0.0110 0.0174
HG00675 HG00675 0 0 0 1 -0.0160 -0.0341 0.0034 0.0160 -0.0129 0.0025 0.0013 0.0057 -0.0080 -0.0066
HG00683 HG00683 0 0 0 1 -0.0166 -0.0339 0.0033 0.0160 -0.0154 0.0067 -0.0032 0.0138 -0.0051 0.0139
HG00684 HG00684 0 0 0 1 -0.0152 -0.0348 0.0063 0.0151 -0.0170 -0.0087 0.0095 -0.0043 -0.0106 -0.0067
HG00689 HG00689 0 0 0 1 -0.0170 -0.0345 0.0061 0.0167 -0.0093 0.0027 0.0113 0.0069 -0.0184 0.0232
HG00690 HG00690 0 0 0 1 -0.0167 -0.0332 0.0050 0.0147 -0.0139 -0.0034 -0.0023 -0.0020 -0.0186 0.0116
HG00692 HG00692 0 0 0 1 -0.0160 -0.0345 0.0068 0.0130 -0.0218 -0.0118 -0.0023 -0.0039 -0.0014 0.0057
HG00693 HG00693 0 0 0 1 -0.0165 -0.0343 0.0059 0.0150 -0.0069 0.0001 0.0011 -0.0027 -0.0127 0.0124
HG00698 HG00698 0 0 0 1 -0.0165 -0.0337 0.0040 0.0143 -0.0160 -0.0017 -0.0090 -0.0026 0.0052 0.0092
HG00699 HG00699 0 0 0 1 -0.0159 -0.0336 0.0044 0.0162 -0.0061 -0.0055 0.0057 -0.0168 -0.0031 0.0085
HG00701 HG00701 0 0 0 1 -0.0166 -0.0338 0.0025 0.0124 -0.0067 0.0001 -0.0002 -0.0073 0.0028 0.0205
HG00704 HG00704 0 0 0 1 -0.0172 -0.0337 0.0053 0.0151 -0.0166 -0.0039 0.0034 -0.0064 -0.0101 0.0054
HG00705 HG00705 0 0 0 1 -0.0163 -0.0340 0.0069 0.0174 -0.0102 -0.0050 -0.0018 -0.0009 -0.0056 0.0081
HG00707 HG00707 0 0 0 1 -0.0172 -0.0347 0.0083 0.0182 -0.0138 0.0007 0.0039 -0.0002 -0.0121 0.0079
HG00708 HG00708 0 0 0 1 -0.0166 -0.0340 0.0086 0.0191 -0.0141 -0.0065 -0.0014 -0.0004 -0.0025 0.0181
HG00717 HG00717 0 0 0 1 -0.0151 -0.0351 0.0051 0.0165 -0.0164 -0.0072 -0.0079 0.0021 0.0056 0.0238
HG00728 HG00728 0 0 0 1 -0.0172 -0.0327 0.0042 0.0172 -0.0156 -0.0074 -0.0004 -0.0100 -0.0027 0.0054
HG00729 HG00729 0 0 0 1 -0.0163 -0.0345 0.0046 0.0136 -0.0139 0.0019 0.0022 0.0041 -0.0165 0.0022
HG00731 HG00731 0 0 0 1 -0.0103 0.0232 0.0171 0.0103 0.0008 0.0337 0.0020 -0.0004 0.0077 -0.0383
HG00732 HG00732 0 0 0 1 -0.0085 0.0194 0.0145 0.0056 -0.0107 0.0402 0.0132 0.0039 0.0190 -0.0365
HG00734 HG00734 0 0 0 1 -0.0063 0.0162 0.0198 -0.0054 -0.0081 0.0236 0.0030 -0.0008 0.0269 -0.0691
HG00736 HG00736 0 0 0 1 -0.0078 0.0220 0.0135 0.0062 -0.0142 0.0191 -0.0036 -0.0049 -0.0034 -0.0426
HG00737 HG00737 0 0 0 1 -0.0073 0.0227 0.0150 0.0071 -0.0057 0.0192 0.0015 -0.0070 0.0109 -0.0460
HG00740 HG00740 0 0 0 1 -0.0053 0.0169 0.0176 0.0049 -0.0084 0.0288 -0.0086 -0.0129 0.0180 -0.0635
HG00742 HG00742 0 0 0 1 -0.0081 0.0234 0.0105 0.0117 -0.0083 0.0274 0.0005 -0.0003 -0.0002 -0.0311
HG00743 HG00743 0 0 0 1 -0.0068 0.0157 0.0182 -0.0078 -0.0017 0.0266 -0.0080 -0.0038 0.0066 -0.0609
HG00759 HG00759 0 0 0 1 -0.0163 -0.0342 0.0037 0.0174 -0.0457 -0.0121 0.0025 0.0021 0.0125 -0.0138
HG00766 HG00766 0 0 0 1 -0.0158 -0.0329 0.0056 0.0191 -0.0499 -0.0143 -0.0075 0.0123 0.0083 -0.0064
HG00844 HG00844 0 0 0 1 -0.0163 -0.0335 0.0039 0.0178 -0.0474 -0.0223 -0.0079 -0.0013 0.0044 -0.0119
HG00851 HG00851 0 0 0 1 -0.0160 -0.0339 0.0017 0.0181 -0.0441 -0.0151 0.0044 0.0027 0.0042 0.0030
HG00864 HG00864 0 0 0 1 -0.0158 -0.0329 0.0015 0.0166 -0.0383 -0.0113 -0.0049 -0.0017 0.0056 -0.0200
HG00867 HG00867 0 0 0 1 -0.0159 -0.0338 0.0031 0.0145 -0.0446 -0.0151 0.0065 0.0032 0.0013 -0.0215
HG00879 HG00879 0 0 0 1 -0.0154 -0.0343 0.0021 0.0175 -0.0549 -0.0118 -0.0017 -0.0103 0.0077 -0.0053
HG00956 HG00956 0 0 0 1 -0.0161 -0.0334 0.0041 0.0157 -0.0450 -0.0037 -0.0064 0.0015 0.0027 -0.0075
HG00978 HG00978 0 0 0 1 -0.0156 -0.0342 0.0019 0.0140 -0.0411 -0.0032 -0.0024 0.0014 0.0101 -0.0074
HG00982 HG00982 0 0 0 1 -0.0152 -0.0342 0.0021 0.0159 -0.0520 -0.0077 -0.0045 0.0108 0.0195 -0.0100
HG01028 HG01028 0 0 0 1 -0.0163 -0.0345 0.0002 0.0160 -0.0494 -0.0058 0.0013 0.0081 0.0059 -0.0076
HG01029 HG01029 0 0 0 1 -0.0157 -0.0332 0.0031 0.0178 -0.0523 -0.0121 -0.0007 -0.0043 0.0154 -0.0166
HG01031 HG01031 0 0 0 1 -0.0158 -0.0337 0.0009 0.0155 -0.0553 -0.0068 0.0057 -0.0099 0.0014 -0.0161
HG01046 HG01046 0 0 0 1 -0.0167 -0.0332 0.0055 0.0164 -0.0500 -0.0060 -0.0037 0.0007 -0.0115 -0.0143
HG01047 HG01047 0 0 0 1 -0.0072 0.0198 0.0149 0.0071 -0.0059 0.0240 -0.0044 -0.0061 -0.0109 -0.0254
HG01048 HG01048 0 0 0 1 -0.0057 0.0200 0.0150 0.0050 -0.0013 0.0195 -0.0039 0.0061 -0.0043 -0.0498
HG01049 HG01049 0 0 0 1 -0.0005 0.0139 0.0161 0.0025 -0.0043 0.0279 0.0064 -0.0095 -0.0056 -0.0105
HG01051 HG01051 0 0 0 1 -0.0012 0.0139 0.0183 -0.0070 -0.0051 0.0086 0.0038 0.0044 0.0153 -0.0449
HG01052 HG01052 0 0 0 1 -0.0016 0.0128 0.0164 -0.0028 -0.0005 0.0219 -0.0016 -0.0094 -0.0029 -0.0280
HG01054 HG01054 0 0 0 1 -0.0081 0.0189 0.0164 -0.0031 0.0009 0.0362 0.0038 -0.0056 -0.0047 -0.0954
HG01055 HG01055 0 0 0 1 -0.0046 0.0190 0.0137 0.0058 0.0005 0.0228 0.0033 -0.0034 0.0112 -0.0512
HG01058 HG01058 0 0 0 1 -0.0057 0.0173 0.0155 0.0014 -0.0049 0.0271 0.0050 -0.0030 0.0041 -0.0469
HG01060 HG01060 0 0 0 1 -0.0062 0.0196 0.0178 0.0079 -0.0119 0.0186 -0.0112 0.0001 0.0084 -0.0407
HG01061 HG01061 0 0 0 1 -0.0080 0.0196 0.0181 0.0055 -0.0102 0.0322 -0.0053 0.0075 0.0292 -0.0469
HG01063 HG01063 0 0 0 1 0.0049 0.0104 0.0132 -0.0018 -0.0091 0.0250 -0.0102 -0.0066 -0.0157 -0.0236
HG01064 HG01064 0 0 0 1 -0.0030 0.0174 0.0117 0.0022 -0.0092 0.0356 -0.0031 0.0001 0.0034 -0.0674
HG01066 HG01066 0 0 0 1 -0.0067 0.0214 0.0181 0.0021 -0.0075 0.0195 0.0014 0.0056 0.0037 -0.0497
HG01067 HG01067 0 0 0 1 -0.0077 0.0197 0.0176 0.0024 -0.0105 0.0264 0.0030 0.0026 0.0036 -0.0516
HG01069 HG01069 0 0 0 1 -0.0069 0.0188 0.0155 -0.0022 -0.0021 0.0221 -0.0069 0.0073 0.0193 -0.0427
HG01070 HG01070 0 0 0 1 -0.0078 0.0205 0.0148 -0.0018 -0.0105 0.0269 0.0023 0.0074 -0.0046 -0.0673
HG01072 HG01072 0 0 0 1 -0.0065 0.0191 0.0135 0.0009 -0.0146 0.0231 0.0015 -0.0020 0.0113 -0.0679
HG01073 HG01073 0 0 0 1 -0.0071 0.0189 0.0167 -0.0045 -0.0095 0.0318 -0.0048 0.0012 0.0108 -0.0746
HG01077 HG01077 0 0 0 1 -0.0024 0.0129 0.0144 -0.0056 0.0087 0.0214 0.0056 -0.0026 0.0093 -0.0738
HG01079 HG01079 0 0 0 1 -0.0040 0.0158 0.0139 -0.0015 -0.0014 0.0256 -0.0099 -0.0006 -0.0085 -0.0242
HG01080 HG01080 0 0 0 1 -0.0066 0.0168 0.0178 -0.0081 -0.0087 0.0222 -0.0049 0.0005 0.0023 -0.0480
HG01082 HG01082 0 0 0 1 -0.0014 0.0150 0.0166 -0.0006 -0.0031 0.0236 0.0067 -0.0006 0.0025 -0.0447
HG01083 HG01083 0 0 0 1 -0.0062 0.0181 0.0166 -0.0010 -0.0036 0.0302 0.0028 -0.0142 0.0039 -0.0234
HG01085 HG01085 0 0 0 1 -0.0060 0.0186 0.0121 0.0058 -0.0055 0.0144 -0.0104 0.0073 0.0026 -0.0338
HG01086 HG01086 0 0 0 1 -0.0053 0.0167 0.0162 -0.0031 -0.0029 0.0265 -0.0013 -0.0144 0.0190 -0.0476
HG01088 HG01088 0 0 0 1 -0.0022 0.0171 0.0103 0.0033 -0.0144 0.0158 -0.0006 -0.0052 0.0140 -0.0275
HG01089 HG01089 0 0 0 1 -0.0044 0.0168 0.0131 0.0016 -0.0008 0.0287 -0.0095 -0.0089 0.0069 -0.0272
HG01092 HG01092 0 0 0 1 0.0006 0.0146 0.0113 -0.0021 -0.0029 0.0212 0.0022 0.0047 -0.0114 -0.0206
HG01094 HG01094 0 0 0 1 -0.0048 0.0180 0.0129 0.0026 -0.0036 0.0270 -0.0066 -0.0046 0.0050 -0.0353
HG01095 HG01095 0 0 0 1 -0.0059 0.0202 0.0158 0.0015 -0.0058 0.0240 -0.0127 0.0020 0.0230 -0.0525
HG01097 HG01097 0 0 0 1 -0.0067 0.0192 0.0196 0.0017 -0.0021 0.0296 0.0078 -0.0006 0.0143 -0.0830
HG01098 HG01098 0 0 0 1 -0.0062 0.0195 0.0167 0.0009 -0.0101 0.0313 -0.0058 0.0082 0.0066 -0.0549
HG01101 HG01101 0 0 0 1 -0.0044 0.0158 0.0166 -0.0011 -0.0082 0.0328 -0.0069 0.0068 0.0163 -0.0507
HG01102 HG01102 0 0 0 1 -0.0032 0.0181 0.0135 -0.0012 0.0002 0.0274 0.0051 0.0025 0.0010 -0.0479
HG01104 HG01104 0 0 0 1 -0.0067 0.0201 0.0127 0.0076 -0.0095 0.0323 0.0076 0.0035 0.0024 -0.0180
HG01105 HG01105 0 0 0 1 -0.0070 0.0224 0.0113 0.0061 -0.0066 0.0217 0.0031 0.0032 0.0019 -0.0436
HG01107 HG01107 0 0 0 1 -0.0003 0.0151 0.0164 0.0036 -0.0105 0.0232 -0.0108 -0.0084 0.0076 -0.0547
HG01110 HG01110 0 0 0 1 -0.0060 0.0183 0.0178 0.0021 -0.0035 0.0191 -0.0058 0.0023 -0.0017 -0.0351
HG01111 HG01111 0 0 0 1 -0.0057 0.0175 0.0162 0.0020 -0.0049 0.0153 -0.0010 0.0008 -0.0168 -0.0228
HG01112 HG01112 0 0 0 1 -0.0104 0.0258 0.0119 0.0106 -0.0056 0.0334 -0.0072 0.0066 0.0033 -0.0284
HG01113 HG01113 0 0 0 1 -0.0114 0.0162 0.0218 -0.0132 -0.0014 0.0237 0.0021 0.0060 0.0083 -0.0279
HG01119 HG01119 0 0 0 1 -0.0097 0.0224 0.0156 0.0029 -0.0054 0.0243 -0.0076 -0.0144 0.0025 0.0130
HG01121 HG01121 0 0 0 1 -0.0100 0.0144 0.0221 -0.0179 -0.0106 0.0147 -0.0056 0.0081 -0.0030 -0.0001
HG01122 HG01122 0 0 0 1 -0.0080 0.0166 0.0198 -0.0096 0.0008 0.0163 0.0000 0.0120 0.0082 -0.0178
HG01124 HG01124 0 0 0 1 -0.0052 0.0107 0.0216 -0.0142 -0.0038 0.0069 0.0041 0.0056 0.0053 -0.0145
HG01125 HG01125 0 0 0 1 -0.0067 0.0143 0.0174 -0.0107 -0.0074 0.0177 -0.0053 0.0040 -0.0035 0.0047
HG01130 HG01130 0 0 0 1 -0.0085 0.0160 0.0183 -0.0111 0.0006 0.0149 -0.0006 -0.0103 0.0106 -0.0018
HG01131 HG01131 0 0 0 1 -0.0088 0.0160 0.0223 -0.0117 -0.0016 0.0189 0.0013 -0.0034 -0.0151 -0.0369
HG01133 HG01133 0 0 0 1 -0.0102 0.0200 0.0179 0.0023 -0.0071 0.0193 -0.0029 -0.0044 0.0103 -0.0090
HG01134 HG01134 0 0 0 1 -0.0061 0.0153 0.0188 -0.0076 -0.0115 0.0104 0.0098 -0.0016 -0.0008 -0.0156
HG01136 HG01136 0 0 0 1 -0.0080 0.0137 0.0221 -0.0133 -0.0017 0.0159 0.0109 0.0087 0.0215 -0.0232
HG01137 HG01137 0 0 0 1 -0.0110 0.0144 0.0249 -0.0170 -0.0094 0.0089 -0.0043 -0.0056 0.0253 -0.0091
HG01139 HG01139 0 0 0 1 -0.0032 0.0095 0.0247 -0.0176 -0.0022 0.0031 -0.0000 -0.0015 -0.0026 0.0155
HG01140 HG01140 0 0 0 1 -0.0103 0.0159 0.0186 -0.0144 -0.0113 0.0176 0.0110 0.0115 0.0199 -0.0120
HG01142 HG01142 0 0 0 1 -0.0035 0.0076 0.0228 -0.0240 -0.0059 0.0142 0.0108 -0.0163 -0.0054 -0.0128
HG01149 HG01149 0 0 0 1 -0.0083 0.0048 0.0284 -0.0341 -0.0083 0.0101 0.0007 0.0112 0.0027 -0.0205
HG01161 HG01161 0 0 0 1 -0.0028 0.0143 0.0165 -0.0030 -0.0104 0.0228 0.0063 0.0076 0.0233 -0.0682
HG01162 HG01162 0 0 0 1 -0.0069 0.0178 0.0156 -0.0032 -0.0085 0.0246 -0.0042 0.0002 -0.0118 -0.0708
HG01164 HG01164 0 0 0 1 -0.0064 0.0194 0.0143 0.0053 -0.0076 0.0329 0.0016 0.0049 0.0027 -0.0455
HG01167 HG01167 0 0 0 1 -0.0010 0.0142 0.0169 -0.0030 -0.0080 0.0098 -0.0002 0.0008 -0.0043 -0.0445
HG01168 HG01168 0 0 0 1 -0.0089 0.0237 0.0105 0.0109 -0.0096 0.0296 -0.0017 0.0003 0.0223 -0.0505
HG01170 HG01170 0 0 0 1 -0.0060 0.0173 0.0155 -0.0023 -0.0085 0.0231 0.0020 0.0177 0.0054 -0.0668
HG01171 HG01171 0 0 0 1 -0.0029 0.0151 0.0161 -0.0012 -0.0007 0.0213 -0.0035 -0.0025 0.0102 -0.0444
HG01173 HG01173 0 0 0 1 -0.0081 0.0226 0.0135 0.0135 -0.0129 0.0265 -0.0124 -0.0182 0.0209 -0.0341
HG01174 HG01174 0 0 0 1 -0.0081 0.0219 0.0155 0.0044 -0.0076 0.0175 0.0020 0.0031 0.0117 -0.0597
HG01176 HG01176 0 0 0 1 -0.0072 0.0178 0.0159 0.0037 -0.0009 0.0147 0.0043 -0.0121 0.0085 -0.0510
HG01177 HG01177 0 0 0 1 -0.0081 0.0171 0.0167 -0.0045 -0.0037 0.0187 0.0076 -0.0070 -0.0133 -0.0558
HG01182 HG01182 0 0 0 1 -0.0052 0.0165 0.0154 -0.0019 -0.0056 0.0223 0.0050 0.0058 -0.0021 -0.0789
